NO,구분,주요 변경 필드,v44 정보,v45 정보,상세 변경 내용
2,수정(MODIFIED),"VAL1, REMARKS",REMARKS:FIRST_DATE | KEYS:[CALL=CAL_FIRST_DATE],REMARKS:NG550_CS | KEYS:[CALL=CAL_NG550_CS],VAL1: [CAL_FIRST_DATE] -> [CAL_NG550_CS] | REMARKS: [FIRST_DATE] -> [NG550_CS]
3,수정(MODIFIED),"KEY1, VAL1, REMARKS",REMARKS:A103A03_1 : PULL BOX ASSY | KEYS:[OUTPUT=EL_PA103A03_1],REMARKS:FIRST_DATE | KEYS:[CALL=CAL_FIRST_DATE],KEY1: [OUTPUT] -> [CALL] | VAL1: [EL_PA103A03_1] -> [CAL_FIRST_DATE] | REMARKS: [A103A03_1 : PULL BOX ASSY] -> [FIRST_DATE]
4,수정(MODIFIED),"KEY1, VAL1, REMARKS",KEYS:[EL_PA103A03_1=None],REMARKS:A103A03_1 : PULL BOX ASSY | KEYS:[OUTPUT=EL_PA103A03_1],KEY1: [EL_PA103A03_1] -> [OUTPUT] | VAL1: [] -> [EL_PA103A03_1] | REMARKS: [] -> [A103A03_1 : PULL BOX ASSY]
5,수정(MODIFIED),"KEY1, VAL1, REMARKS",REMARKS:A103A03_2 : MC FOUNDATION COVER | KEYS:[OUTPUT=EL_PA103A03_2],KEYS:[EL_PA103A03_1=None],KEY1: [OUTPUT] -> [EL_PA103A03_1] | VAL1: [EL_PA103A03_2] -> [] | REMARKS: [A103A03_2 : MC FOUNDATION COVER] -> []
6,수정(MODIFIED),"KEY1, VAL1, REMARKS",KEYS:[EL_PA103A03_2=None],REMARKS:A103A03_2 : MC FOUNDATION COVER | KEYS:[OUTPUT=EL_PA103A03_2],KEY1: [EL_PA103A03_2] -> [OUTPUT] | VAL1: [] -> [EL_PA103A03_2] | REMARKS: [] -> [A103A03_2 : MC FOUNDATION COVER]
7,수정(MODIFIED),"KEY1, VAL1, KEY2, VAL2, REMARKS","REMARKS:A103A03_3 : SUPPORT BEAM (CAR HITCH측) | KEYS:[OUTPUT=EL_PA103A03_3, OUTPUT=EL_PA103A03_4]",KEYS:[EL_PA103A03_2=None],KEY1: [OUTPUT] -> [EL_PA103A03_2] | VAL1: [EL_PA103A03_3] -> [] | KEY2: [OUTPUT] -> [] | VAL2: [EL_PA103A03_4] -> [] | REMARKS: [A103A03_3 : SUPPORT BEAM (CAR HITCH측)] -> []
8,수정(MODIFIED),"KEY1, VAL1, KEY2, VAL2, REMARKS","REMARKS:A103A03_4 : SUPPORT BEAM (CWT HITCH측) | KEYS:[EL_PA103A03_3=None, EL_PA103A03_4=None]","REMARKS:A103A03_3 : SUPPORT BEAM (CAR HITCH측) | KEYS:[OUTPUT=EL_PA103A03_3, OUTPUT=EL_PA103A03_4]",KEY1: [EL_PA103A03_3] -> [OUTPUT] | VAL1: [] -> [EL_PA103A03_3] | KEY2: [EL_PA103A03_4] -> [OUTPUT] | VAL2: [] -> [EL_PA103A03_4] | REMARKS: [A103A03_4 : SUPPORT BEAM (CWT HITCH측)] -> [A103A03_3 : SUPPORT BEAM (CAR HITCH측)]
9,수정(MODIFIED),"ADDR, KEY1, KEY2, REMARKS",ADDR:MAIN,"REMARKS:A103A03_4 : SUPPORT BEAM (CWT HITCH측) | KEYS:[EL_PA103A03_3=None, EL_PA103A03_4=None]",ADDR: [MAIN] -> [] | KEY1: [] -> [EL_PA103A03_3] | KEY2: [] -> [EL_PA103A03_4] | REMARKS: [] -> [A103A03_4 : SUPPORT BEAM (CWT HITCH측)]
10,수정(MODIFIED),"ADDR, SPEC1, CON1, SPEC2, CON2, SPEC3, CON3, KEY1, VAL1","SPECS:[EL_ATYP=,GTLX,GTLX_E, EL_ETM=?GH?, FIRST_DATE=<=20230806] | KEYS:[EL_PA103A03_1=10101604G0100]",ADDR:MAIN,"ADDR: [] -> [MAIN] | SPEC1: [EL_ATYP] -> [] | CON1: [,GTLX,GTLX_E] -> [] | SPEC2: [EL_ETM] -> [] | CON2: [?GH?] -> [] | SPEC3: [FIRST_DATE] -> [] | CON3: [<=20230806] -> [] | KEY1: [EL_PA103A03_1] -> [] | VAL1: [10101604G0100] -> []"
11,수정(MODIFIED),"SPEC1, CON1, SPEC2, CON2, SPEC3, CON3, KEY1, VAL1",,"SPECS:[EL_ATYP=,GTLX,GTLX_E, EL_ETM=?GH?, FIRST_DATE=<=20230806] | KEYS:[EL_PA103A03_1=10101604G0100]","SPEC1: [] -> [EL_ATYP] | CON1: [] -> [,GTLX,GTLX_E] | SPEC2: [] -> [EL_ETM] | CON2: [] -> [?GH?] | SPEC3: [] -> [FIRST_DATE] | CON3: [] -> [<=20230806] | KEY1: [] -> [EL_PA103A03_1] | VAL1: [] -> [10101604G0100]"
12,수정(MODIFIED),"SPEC1, CON1, SPEC2, CON2, SPEC3, CON3, SPEC4, CON4, SPEC6, CON6, SPEC7, CON7, SPEC8, CON8, SPEC9, CON9, SPEC10, CON10, KEY1, VAL1, GOTO, REMARKS","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>=500,<=600] | KEYS:[EL_PA103A03_2=C101P013266]",,"SPEC1: [EL_ABRAND] -> [] | CON1: [NEX_MR] -> [] | SPEC2: [EL_ASPSCD] -> [] | CON2: [KC01] -> [] | SPEC3: [EL_DREUSE] -> [] | CON3: [N] -> [] | SPEC4: [EL_ECWTP] -> [] | CON4: [R] -> [] | SPEC6: [EL_ETM] -> [] | CON6: [,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD] -> [] | SPEC7: [EL_ACAPA] -> [] | CON7: [>=450,<=1200] -> [] | SPEC8: [EL_ASPD] -> [] | CON8: [>=60,<=105] -> [] | SPEC9: [EL_ERPW] -> [] | CON9: [,2,3,4] -> [] | SPEC10: [EL_EPP] -> [] | CON10: [>=500,<=600] -> [] | KEY1: [EL_PA103A03_2] -> [] | VAL1: [C101P013266] -> [] | GOTO: [PICK3] -> [] | REMARKS: [K10310416G01] -> []"
13,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>600,<=700] | KEYS:[EL_PA103A03_2=C101P013267]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>=500,<=600, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013266]","CON10: [>600,<=700] -> [>=500,<=600] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013267] -> [C101P013266]"
14,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>700,<=800] | KEYS:[EL_PA103A03_2=C101P013268]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>600,<=700, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013267]","CON10: [>700,<=800] -> [>600,<=700] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013268] -> [C101P013267]"
15,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>800,<=900] | KEYS:[EL_PA103A03_2=C101P013269]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>700,<=800, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013268]","CON10: [>800,<=900] -> [>700,<=800] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013269] -> [C101P013268]"
16,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>900,<=1000] | KEYS:[EL_PA103A03_2=C101P013270]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>800,<=900, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013269]","CON10: [>900,<=1000] -> [>800,<=900] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013270] -> [C101P013269]"
17,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1000,<=1100] | KEYS:[EL_PA103A03_2=C101P013444]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>900,<=1000, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013270]","CON10: [>1000,<=1100] -> [>900,<=1000] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013444] -> [C101P013270]"
18,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1100,<=1200] | KEYS:[EL_PA103A03_2=C101P013445]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1000,<=1100, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013444]","CON10: [>1100,<=1200] -> [>1000,<=1100] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013445] -> [C101P013444]"
19,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1200,<=1300] | KEYS:[EL_PA103A03_2=C101P013446]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1100,<=1200, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013445]","CON10: [>1200,<=1300] -> [>1100,<=1200] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013446] -> [C101P013445]"
20,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1300,<=1400] | KEYS:[EL_PA103A03_2=C101P013447]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1200,<=1300, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013446]","CON10: [>1300,<=1400] -> [>1200,<=1300] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013447] -> [C101P013446]"
21,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1400,<=1500] | KEYS:[EL_PA103A03_2=C101P013448]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1300,<=1400, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013447]","CON10: [>1400,<=1500] -> [>1300,<=1400] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013448] -> [C101P013447]"
22,수정(MODIFIED),"CON6, CON10, SPEC11, CON11, VAL1, REMARKS","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>=500,<=600] | KEYS:[EL_PA103A03_2=C101P013299]","GOTO:PICK3 | REMARKS:K10310416G01 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1400,<=1500, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013448]","CON6: [,GH25A,GH25B,GH25SA,GH25SB] -> [,GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD] | CON10: [>=500,<=600] -> [>1400,<=1500] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013299] -> [C101P013448] | REMARKS: [K10310416G02] -> [K10310416G01]"
23,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>600,<=700] | KEYS:[EL_PA103A03_2=C101P013300]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>=500,<=600, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013299]","CON10: [>600,<=700] -> [>=500,<=600] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013300] -> [C101P013299]"
24,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>700,<=800] | KEYS:[EL_PA103A03_2=C101P013301]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>600,<=700, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013300]","CON10: [>700,<=800] -> [>600,<=700] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013301] -> [C101P013300]"
25,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>800,<=900] | KEYS:[EL_PA103A03_2=C101P013302]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>700,<=800, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013301]","CON10: [>800,<=900] -> [>700,<=800] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013302] -> [C101P013301]"
26,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>900,<=1000] | KEYS:[EL_PA103A03_2=C101P013303]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>800,<=900, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013302]","CON10: [>900,<=1000] -> [>800,<=900] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013303] -> [C101P013302]"
27,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1000,<=1100] | KEYS:[EL_PA103A03_2=C101P013449]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>900,<=1000, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013303]","CON10: [>1000,<=1100] -> [>900,<=1000] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013449] -> [C101P013303]"
28,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1100,<=1200] | KEYS:[EL_PA103A03_2=C101P013450]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1000,<=1100, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013449]","CON10: [>1100,<=1200] -> [>1000,<=1100] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013450] -> [C101P013449]"
29,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1200,<=1300] | KEYS:[EL_PA103A03_2=C101P013451]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1100,<=1200, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013450]","CON10: [>1200,<=1300] -> [>1100,<=1200] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013451] -> [C101P013450]"
30,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1300,<=1400] | KEYS:[EL_PA103A03_2=C101P013452]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1200,<=1300, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013451]","CON10: [>1300,<=1400] -> [>1200,<=1300] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013452] -> [C101P013451]"
31,수정(MODIFIED),"CON10, SPEC11, CON11, VAL1","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1400,<=1500] | KEYS:[EL_PA103A03_2=C101P013453]","GOTO:PICK3 | REMARKS:K10310416G02 | SPECS:[EL_ABRAND=NEX_MR, EL_ASPSCD=KC01, EL_DREUSE=N, EL_ECWTP=R, EL_ETM=,GH25A,GH25B,GH25SA,GH25SB, EL_ACAPA=>=450,<=1200, EL_ASPD=>=60,<=105, EL_ERPW=,2,3,4, EL_EPP=>1300,<=1400, NG550_CS=N] | KEYS:[EL_PA103A03_2=C101P013452]","CON10: [>1400,<=1500] -> [>1300,<=1400] | SPEC11: [] -> [NG550_CS] | CON11: [] -> [N] | VAL1: [C101P013453] -> [C101P013452]"
